CAMPUS,CAMPNAME,C_RATING,GRDSPAN,GRDTYPE
'057905160,PERSONALIZED LEARNING PREPARATORY,B,'PK - 05,E
'057905161,JOHN IRELAND EL,B,'PK - 05,E
'057905162,MOCKINGBIRD EL,A,'KG - 05,E
'057905163,CEDAR CREST EL,F,'PK - 05,E
'057905164,ANSON JONES EL,C,'EE - 06,E
'057905166,EDWIN J KIEST EL,C,'PK - 05,E
'057905167,KLEBERG EL,B,'PK - 05,E
'057905168,OBADIAH KNIGHT EL,B,'PK - 05,E
'057905169,ARTHUR KRAMER EL,B,'EE - 05,E
'057905170,RICHARD LAGOW EL,C,'PK - 05,E
'057905171,LAKEWOOD EL,B,'KG - 05,E
'057905172,JIMMIE TYLER BRASHEAR EL,A,'EE - 05,E
'057905173,SIDNEY LANIER EXPRESSIVE ARTS VANG,C,'PK - 06,E
'057905174,GENEVA HEIGHTS EL,C,'EE - 05,E
'057905175,UMPHREY LEE EL,B,'PK - 05,E
'057905176,JACK LOWE SR EL,A,'PK - 05,E
'057905177,WILLIAM LIPSCOMB EL,B,'PK - 05,E
'057905178,H I HOLLAND EL AT LISBON,C,'EE - 05,E
'057905180,B H MACON EL,C,'PK - 05,E
'057905181,MAPLE LAWN EL,C,'EE - 05,E
'057905182,HERBERT MARCUS EL,B,'PK - 05,E
'057905183,THOMAS L MARSALIS EL,B,'EE - 05,E
'057905184,BEN MILAM EL,B,'PK - 05,E
'057905185,WILLIAM B MILLER EL,B,'PK - 05,E
'057905186,ROGER Q MILLS EL,F,'PK - 05,E
'057905187,NANCY MOSELEY EL,B,'EE - 05,E
'057905188,MOUNT AUBURN STEAM ACADEMY,C,'PK - 05,E
'057905189,CLARA OLIVER EL,C,'PK - 05,E
'057905190,GEORGE PEABODY EL,B,'PK - 06,E
'057905191,ELISHA M PEASE EL,D,'PK - 05,E
'057905192,JOHN F PEELER EL,C,'PK - 05,E
'057905193,JOHN J PERSHING EL,B,'EE - 05,E
'057905194,K B POLK CENTER FOR ACADEMICALLY T,C,'PK - 05,E
'057905195,PRESTON HOLLOW EL,B,'PK - 05,E
'057905197,JOHN H REAGAN EL,B,'PK - 05,E
'057905198,MARTHA TURNER REILLY EL,A,'PK - 05,E
'057905199,REINHARDT EL,B,'PK - 05,E
'057905200,JOSEPH J RHOADS LEARNING CENTER,C,'PK - 05,E
'057905201,CHARLES RICE LEARNING CENTER,A,'PK - 05,E
'057905202,ORAN M ROBERTS EL,C,'PK - 05,E
'057905203,DAN D ROGERS EL,B,'PK - 05,E
'057905204,ROSEMONT EL,B,'EE - 05,E
'057905205,CLINTON P RUSSELL EL,C,'PK - 05,E
'057905206,ALEX SANGER PREPARATORY SCHOOL,B,'PK - 08,E
'057905207,SAN JACINTO EL,C,'PK - 05,E
'057905208,SEAGOVILLE EL,C,'EE - 05,E
'057905209,ASCHER SILBERSTEIN EL,B,'PK - 05,E
'057905210,LESLIE A STEMMONS EL,B,'PK - 05,E
'057905211,STEVENS PARK EL,C,'PK - 06,E
'057905212,HARRY STONE MONTESSORI ACADEMY,B,'PK - 08,E
'057905213,T G TERRY EL,C,'PK - 05,E
'057905215,R L THORNTON EL,C,'PK - 05,E
'057905216,EDWARD TITCHE EL,A,'PK - 05,E
'057905217,WILLIAM B TRAVIS VANGUARD ACAD OF,B,'04 - 08,M
'057905218,GEORGE W TRUETT EL,D,'PK - 05,E
'057905219,ADELLE TURNER EL,C,'PK - 05,E
'057905220,MARK TWAIN LEADERSHIP VANGUARD,C,'EE - 05,E
'057905222,URBAN PARK EL,C,'PK - 05,E
'057905224,WALNUT HILL EL,B,'PK - 05,E
'057905225,DANIEL WEBSTER EL,D,'EE - 05,E
'057905226,MARTIN WEISS EL,B,'PK - 05,E
'057905229,WINNETKA EL,B,'PK - 05,E
'057905230,HARRY C WITHERS EL,A,'PK - 05,E
'057905232,EDNA ROWE EL,C,'PK - 05,E
'057905233,NATHAN ADAMS EL,B,'PK - 05,E
'057905234,HENRY B GONZALEZ EL,A,'EE - 05,E
'057905235,BIRDIE ALEXANDER EL,C,'PK - 05,E
'057905236,NANCY J COCHRAN EL,F,'EE - 05,E
'057905237,JOHN W RUNYON EL,B,'PK - 05,E
'057905239,ARTURO SALAZAR EL,B,'EE - 05,E
'057905240,FRANK GUZICK EL,C,'PK - 05,E
'057905241,ELEMENTARY' DISCIPLINARY ALTERNATI,Not Rated,'03 - 05,E
'057905244,SEAGOVILLE NORTH EL,C,'PK - 05,E
'057905247,ADELFA BOTELLO CALLEJO EL,B,'PK - 05,E
'057905250,WHITNEY M YOUNG JR EL,C,'EE - 05,E
'057905260,LORENZO DE ZAVALA EL,C,'PK - 06,E
'057905263,J P STARKS EL,B,'EE - 06,E
'057905264,RONALD E MCNAIR EL,B,'PK - 05,E
'057905265,ELADIO R MARTINEZ LEARNING CENTER,C,'PK - 06,E
'057905266,FREDERICK DOUGLASS EL,F,'EE - 05,E
'057905270,EDUARDO MATA EL,C,'PK - 06,E
'057905271,JULIAN T SALDIVAR EL,B,'PK - 05,E
'057905272,MARIA MORENO EL,B,'EE - 05,E
'057905273,PLEASANT GROVE EL,B,'PK - 05,E
'057905274,MARY MCLEOD BETHUNE EL,B,'PK - 05,E
'057905275,LOUISE WOLFF KAHN EL,B,'PK - 06,E
'057905276,GILBERT CUELLAR SR EL,B,'PK - 05,E
'057905277,THOMAS TOLBERT EL,B,'PK - 05,E
'057905278,LEONIDES GONZALEZ CIGARROA MD EL,C,'PK - 05,E
'057905279,JERRY R JUNKINS EL,B,'PK - 05,E
'057905280,ANNE FRANK EL,B,'PK - 05,E
'057905281,CESAR CHAVEZ LEARNING CENTER,B,'PK - 05,E
'057905283,ESPERANZA MEDRANO EL,B,'PK - 05,E
'057905284,HIGHLAND MEADOWS EL,B,'EE - 05,E
'057905285,N W HARLLEE EARLY CHILDHOOD CENTER,B,'EE - 02,E
'057905286,LEE A MCSHAN JR EL,C,'PK - 05,E
'057905287,CELESTINO MAURICIO SOTO JR EL,B,'PK - 05,E
'057905289,FELIX G BOTELLO EL,B,'PK - 05,E
'057905300,ARLINGTON PARK EARLY CHILDHOOD CEN,B,'PK - PK,E
'057905301,WILMER-HUTCHINS EL,F,'PK - 05,E
'057905303,THELMA ELIZABETH PAGE RICHARDSON E,B,'PK - 05,E
'057905304,GEORGE HERBERT WALKER BUSH EL,B,'EE - 05,E
'057905305,EBBY HALLIDAY EL,B,'PK - 05,E
'057905306,SOLAR PREPARATORY SCHOOL FOR GIRLS,A,'PK - 04,E
'057905352,YOUNG WOMEN'S STEAM ACADEMY AT BAL,A,'06 - 08,M
'057905353,ANN RICHARDS STEAM ACADEMY,B,'06 - 08,M
'057905354,KENNEDY-CURRY MIDDLE,F,'06 - 08,M
'057905359,ROSEMONT MIDDLE,B,'06 - 08,M
'057905360,D A HULCY STEAM MIDDLE,B,'06 - 08,M
'057905362,IGNITE MIDDLE,C,'06 - 06,M
'057905363,SCHOOL FOR THE TALENTED & GIFTED I,A,'04 - 06,E
'057905380,WILMER-HUTCHINS H S,C,'09 - 12,S
'057905381,BARACK OBAMA MALE LEADERSHIP ACAD,B,'06 - 12,B
'057905382,INNOVATION DESIGN ENTREPRENEURSHIP,B,'09 - 12,S
'057905383,CITYLAB H S,B,'09 - 10,S
'057905384,SUDIE L WILLIAMS TALENTED AND GIFT,B,'04 - 06,E
'057905385,MONTESSORI ACADEMY AT ONESIMO HERN,B,'PK - 02,E
'057905386,SOLAR PREP FOR BOYS AT JOHN F KENN,B,'PK - 02,E
'057905389,JOHN LESLIE PATTON JR ACADEMIC CEN,F,'09 - 12,S
'057906001,DESOTO H S & ISTEAM3D,B,'09 - 12,S
'057906003,WINGS (WHERE I NOW GAIN SUCCESS),D,'09 - 12,S
'057906007,DALLAS COUNTY JJAEP DESOTO CAMPUS,Not Rated,'08 - 12,S
'057906008,DESOTO ALTERNATIVE EDUCATION CENTE,Not Rated,'07 - 12,S
'057906041,DESOTO EAST MIDDLE (ISTEAM),F,'06 - 08,M
'057906042,DESOTO WEST MIDDLE (ISTEAM),C,'06 - 08,M
'057906043,CURTISTENE S MCCOWAN MIDDLE (ISTEA,C,'06 - 08,M
'057906102,RUBY YOUNG EL,C,'KG - 05,E
'057906103,NORTHSIDE EL,F,'KG - 05,E
'057906106,THE MEADOWS EL,B,'KG - 05,E
'057906107,COCKRELL HILL EL,D,'KG - 05,E
'057906108,FRANK D MOATES EL,B,'KG - 05,E
'057906109,WOODRIDGE EL,D,'KG - 05,E
'057906110,AMBER TERRACE DISCOVERY & DESIGN E,D,'EE - PK,E
'057906111,LITTLE EAGLES EARLY LEARNING CENTE,D,'PK - PK,E
'057906112,KATHERINE JOHNSON TECHNOLOGY MAGNE,D,'KG - 05,E
'057907001,DUNCANVILLE H S,B,'09 - 12,S
'057907004,MARY E SMITHEY PACE H S,D,'09 - 12,S
'057907005,SUMMIT LEARNING CENTER,Not Rated,'07 - 12,S
'057907007,P A S S LEARNING CTR,Not Rated,'09 - 12,S
'057907041,J HERMAN REED MIDDLE,C,'07 - 08,M
'057907042,WILLIAM H BYRD MIDDLE,B,'07 - 08,M
'057907043,G W KENNEMER MIDDLE,B,'06 - 08,M
'057907101,CENTRAL EL,C,'PK - 04,E
'057907102,FAIRMEADOWS EL,C,'PK - 04,E
'057907103,MERRIFIELD EL,D,'PK - 04,E
'057907104,WILLIAM LEE HASTINGS EL,D,'PK - 04,E
'057907105,S GUS ALEXANDER JR EL,C,'PK - 04,E
'057907106,CLINT Q SMITH EL,C,'PK - 04,E
'057907107,CHARLES ACTON EL,C,'PK - 04,E
'057907108,H BOB DANIEL SR INT,C,'05 - 06,M
'057907109,GLENN C HARDIN INT,B,'05 - 06,M
'057907110,GRACE R BRANDENBURG INT,C,'05 - 06,M
'057907111,CJ & ANNE HYMAN EL,D,'EE - 04,E
'057907112,JAMES R BILHARTZ JR EL,F,'EE - 04,E
'057909002,GARLAND H S,B,'09 - 12,S
'057909003,S GARLAND H S,B,'09 - 12,S
'057909004,N GARLAND H S,B,'09 - 12,S
'057909005,LAKEVIEW CENTENNIAL H S,B,'09 - 12,S
'057909007,P A S S LEARNING CTR,Not Rated,'07 - 12,S
'057909008,NAAMAN FOREST H S,C,'09 - 12,S
'057909009,ROWLETT H S,B,'09 - 12,S
'057909010,SACHSE H S,B,'09 - 12,S
'057909041,AUSTIN ACAD FOR EXCELL,A,'06 - 08,M
'057909042,BUSSEY MIDDLE,C,'06 - 08,M
'057909043,SAM HOUSTON MIDDLE,B,'06 - 08,M
'057909045,JACKSON TECHNOLOGY CENTER,B,'06 - 08,M
'057909046,O'BANION MIDDLE,C,'06 - 08,M
'057909047,CLASSICAL CENTER AT BRANDENBURG MI,A,'06 - 08,M
'057909048,SELLERS MIDDLE,C,'06 - 08,M
'057909049,WEBB MIDDLE,C,'06 - 08,M
'057909050,COYLE MIDDLE,C,'06 - 08,M
'057909051,LYLES MIDDLE,B,'06 - 08,M
'057909052,B G HUDSON MIDDLE,B,'06 - 08,M
'057909053,GARLAND AEC,Not Rated,'01 - 12,B
'057909054,VERNON SCHRADE MIDDLE,C,'06 - 08,M
'057909101,BEAVER TECHNOLOGY CENTER,A,'KG - 05,E
'057909102,BULLOCK EL,B,'PK - 05,E
'057909103,CALDWELL EL,C,'KG - 05,E
'057909105,CENTERVILLE EL,C,'KG - 05,E
'057909107,COOPER EL,C,'KG - 05,E
'057909108,DAUGHERTY EL,B,'KG - 05,E
'057909109,FREEMAN EL,B,'EE - 05,E
'057909110,HANDLEY EL,B,'KG - 05,E
'057909111,KIMBERLIN ACAD FOR EXCEL,A,'KG - 05,E
'057909112,PARK CREST EL,B,'KG - 05,E
'057909113,SOUTHGATE EL,C,'EE - 05,E
'057909115,WATSON TECHNOLOGY CENTER,A,'KG - 05,E
'057909116,WEAVER EL,C,'EE - 05,E
'057909117,WILLIAMS EL,C,'KG - 05,E
'057909119,BRADFIELD EL,B,'PK - 05,E
'057909120,SHOREHAVEN EL,B,'EE - 05,E
'057909121,MONTCLAIR EL,D,'PK - 05,E
'057909122,WALNUT GLEN ACAD FOR EXCEL,A,'KG - 05,E
'057909123,GOLDEN MEADOWS EL,B,'KG - 05,E
'057909124,HEATHER GLEN EL,B,'KG - 05,E
'057909125,HILLSIDE ACAD FOR EXCEL,A,'KG - 05,E
'057909126,DAVIS EL,B,'EE - 05,E
'057909127,ROACH EL,B,'KG - 05,E
'057909128,ETHRIDGE EL,B,'KG - 05,E
'057909129,CLASSICAL CENTER AT VIAL EL,A,'KG - 05,E
'057909132,CLUB HILL EL,D,'PK - 05,E
'057909133,HICKMAN EL,B,'PK - 05,E
'057909134,NORTHLAKE EL,B,'PK - 05,E
'057909136,TOLER EL,C,'PK - 05,E
'057909137,ROWLETT EL,B,'KG - 05,E
'057909138,SPRING CREEK EL,A,'EE - 05,E
'057909139,LUNA EL,A,'EE - 05,E
'057909140,BACK EL,B,'PK - 05,E
'057909141,SHUGART EL,C,'PK - 05,E
'057909142,HERFURTH EL,B,'EE - 05,E
'057909143,ABBETT EL,B,'KG - 05,E
'057909144,KEELEY EL,A,'KG - 05,E
'057909145,ROBERT B SEWELL EL,B,'KG - 05,E
'057909146,KATHERINE STEPHENS EL,B,'PK - 05,E
'057909147,VERNAL LISTER EL,C,'KG - 05,E
'057909148,NORMA DORSEY EL,B,'KG - 05,E
'057909154,STEADHAM EL,B,'EE - 05,E
'057909155,JOHN W ARMSTRONG EL,B,'EE - 05,E
'057909156,NITA PEARSON EL,C,'PK - 05,E
'057909157,GLEN COUCH EL,C,'EE - 05,E
'057909158,LIBERTY GROVE EL,C,'EE - 05,E
'057909159,GEORGE WASHINGTON CARVER EL,C,'EE - 05,E
'057909180,CISNEROS PRE-K CTR,B,'EE - PK,E
'057909181,PARSONS PRE-K CTR,B,'EE - PK,E
'057910001,GRAND PRAIRIE FINE ARTS ACADEMY,A,'06 - 12,B
'057910002,GRAND PRAIRIE H S,C,'09 - 12,S
'057910003,SOUTH GRAND PRAIRIE H S,B,'09 - 12,S
'057910004,LYNDON B JOHNSON DAEP,Not Rated,'06 - 12,B
'057910007,P A S S LEARNING CTR,Not Rated,'07 - 10,S
'057910009,CROSSWINDS ACCELERATED H S,D,'09 - 12,S
'057910010,JOHN A DUBISKI CAREER H S,A,'09 - 12,S
'057910011,GRAND PRAIRIE COLLEGIATE INSTITUTE,A,'06 - 12,B
'057910041,DIGITAL ARTS & TECHNOLOGY ACADEMY,C,'06 - 08,M
'057910045,ANDREW JACKSON MIDDLE,C,'06 - 08,M
'057910047,HARRY S TRUMAN MIDDLE,C,'06 - 08,M
'057910050,RONALD W REAGAN MIDDLE,B,'06 - 08,M
'057910051,JAMES FANNIN MIDDLE,D,'06 - 08,M
'057910052,YMLA AT JOHN F KENNEDY MIDDLE,C,'06 - 08,M
'057910053,YWLA AT BILL ARNOLD,B,'06 - 12,B
'057910101,STEPHEN F AUSTIN ENVIRONMENTAL SCI,A,'PK - 05,E
'057910102,JAMES BOWIE FINE ARTS ACADEMY,C,'PK - 05,E
'057910104,DAVID DANIELS EL ACADEMY OF SCIENC,D,'KG - 05,E
'057910106,FLORENCE HILL EL,B,'PK - 05,E
'057910109,ELLEN OCHOA STEM ACADEMY AT BEN MI,B,'KG - 05,E
'057910113,DWIGHT D EISENHOWER EL,B,'PK - 05,E
'057910118,SAM RAYBURN EL STEAM ACADEMY,B,'KG - 05,E
'057910119,LORENZO DE ZAVALA ENVIRONMENTAL SC,B,'KG - 05,E
'057910120,SUZANNA DICKINSON EL,C,'EE - 05,E
'057910121,GARNER FINE ARTS ACADEMY,B,'PK - 05,E
'057910122,GLOBAL LEADERSHIP ACADEMY AT BARBA,B,'KG - 05,E
'057910123,COLIN POWELL EL,A,'KG - 05,E
'057910124,HECTOR P GARCIA EL,C,'PK - 05,E
'057910125,SALLYE R MOORE EL,C,'PK - 07,E
'057910126,ERVIN C WHITT EL,C,'KG - 05,E
'057910128,JUAN N SEGUIN EL,C,'KG - 05,E
'057910129,THURGOOD MARSHALL LEADERSHIP ACADE,B,'PK - 05,E
'057910130,MIKE MOSELEY EL,B,'PK - 05,E
'057910131,HOBBS WILLIAMS EL,A,'KG - 05,E
'057910132,ROBERT E LEE EL,B,'KG - 05,E
'057910134,BONHAM EES,A,'EE - PK,E
'057910135,SCHOOL FOR THE HIGHLY GIFTED,A,'01 - 07,E
'057910136,UPLIFT LEE,B,'KG - 05,E
'057910137,WILLIAM B TRAVIS WORLD LANGUAGE AC,B,'PK - 08,E
'057910138,CROCKETT EARLY EDUCATION SCHOOL,A,'EE - PK,E
'057911001,HIGHLAND PARK H S,A,'09 - 12,S
'057911041,HIGHLAND PARK MIDDLE,A,'07 - 08,M
'057911101,ARMSTRONG EL,A,'KG - 04,E
'057911102,BRADFIELD EL,A,'EE - 04,E
'057911103,HYER EL,A,'EE - 04,E
'057911104,UNIVERSITY PARK ELEMENTARY,A,'KG - 04,E
'057911105,MCCULLOCH INTERMEDIATE SCHOOL,A,'05 - 06,M
'057912002,IRVING H S,B,'09 - 12,S
'057912003,MACARTHUR H S,B,'09 - 12,S
'057912004,NIMITZ H S,B,'09 - 12,S
'057912005,BARBARA CARDWELL CAREER PREPARATOR,A,'09 - 12,S
'057912006,JACK E SINGLEY ACADEMY,B,'09 - 12,S
'057912007,DALLAS CO SCHOOL FOR ACCELERATED L,Not Rated,'07 - 11,S
'057912041,BOWIE MIDDLE,C,'06 - 08,M
'057912042,CROCKETT MIDDLE,C,'06 - 08,M
'057912043,TRAVIS MIDDLE,B,'06 - 08,M
'057912044,LAMAR MIDDLE,C,'06 - 08,M
'057912045,AUSTIN MIDDLE,C,'06 - 08,M
'057912046,HOUSTON MIDDLE,B,'06 - 08,M
'057912048,LORENZO DE ZAVALA MIDDLE,B,'06 - 08,M
'057912050,LADY BIRD JOHNSON MIDDLE,C,'06 - 08,M
'057912101,BARTON EL,B,'KG - 05,E
'057912102,BROWN EL,C,'KG - 05,E
'057912103,BRITAIN EL,B,'EE - 05,E
'057912105,GOOD EL,B,'KG - 05,E
'057912106,HALEY J EL,B,'KG - 05,E
'057912107,HALEY T EL,B,'KG - 05,E
'057912108,JOHNSTON EL,C,'KG - 05,E
'057912109,KEYES EL,B,'KG - 05,E
'057912111,LEE EL,B,'KG - 05,E
'057912112,LIVELY EL,C,'KG - 05,E
'057912113,FARINE EL,A,'KG - 05,E
'057912114,SCHULZE EL,B,'KG - 05,E
'057912116,BRANDENBURG EL,A,'PK - 05,E
'057912118,ELLIOTT EL,B,'KG - 05,E
'057912119,HANES EL,B,'KG - 05,E
'057912120,TOWNLEY EL,C,'KG - 05,E
'057912121,DAVIS EL,B,'KG - 05,E
'057912122,GILBERT F M EL,B,'KG - 05,E
'057912123,JACKIE MAE TOWNSELL EL,B,'KG - 05,E
'057912124,JOHN W AND MARGIE STIPES EL,C,'KG - 05,E
'057912161,CLIFTON EARLY CHILDHOOD,B,'EE - PK,E
'057912162,PIERCE EARLY CHILDHOOD,B,'EE - PK,E
'057912163,KINKEADE EARLY CHILDHOOD,B,'EE - PK,E
'057913001,LANCASTER H S,B,'09 - 12,S
'057913041,LANCASTER MIDDLE,B,'07 - 08,M
'057913042,G W CARVER 6TH GRADE STEM LEARNING,C,'06 - 06,M
'057913101,PLEASANT RUN EL,B,'PK - 05,E
'057913102,HOUSTON EL,B,'PK - 05,E
'057913103,WEST MAIN EL,A,'PK - 05,E
'057913106,ROSA PARKS/MILLBROOK EL,B,'EE - 05,E
'057913107,ROLLING HILLS EL,B,'EE - 05,E
'057913109,BELT LINE EL,B,'EE - 05,E
'057913111,L ISD J J A E P,Not Rated,'11 - 12,S
'057914001,MESQUITE H S,B,'09 - 12,S
'057914002,NORTH MESQUITE H S,B,'09 - 12,S
'057914003,WEST MESQUITE H S,B,'09 - 12,S
'057914004,POTEET H S,B,'09 - 12,S
'057914005,HORN H S,B,'09 - 12,S
'057914007,PASS LEARNING CTR,Not Rated,'07 - 11,S
'057914041,AGNEW MIDDLE,C,'06 - 08,M
'057914042,VANSTON MIDDLE,C,'06 - 08,M
'057914043,WILKINSON MIDDLE,A,'06 - 08,M
'057914044,MCDONALD MIDDLE,C,'06 - 08,M
'057914045,NEW MIDDLE,C,'06 - 08,M
'057914046,KIMBROUGH MIDDLE,C,'06 - 08,M
'057914047,BERRY MIDDLE,B,'06 - 08,M
'057914048,TERRY MIDDLE,C,'06 - 08,M
'057914049,LANNY FRASIER MIDDLE,C,'06 - 08,M
'057914101,BLACK EL,C,'EE - 05,E
'057914102,FLORENCE EL,B,'EE - 05,E
'057914103,GALLOWAY EL,B,'PK - 05,E
'057914104,HANBY EL,B,'PK - 05,E
'057914105,HODGES EL,C,'PK - 05,E
'057914106,MCWHORTER EL,C,'EE - 05,E
'057914107,MOTLEY EL,A,'EE - 05,E
'057914108,RANGE EL,C,'KG - 05,E
'057914109,RUGEL EL,B,'KG - 05,E
'057914110,RUTHERFORD EL,B,'EE - 05,E
'057914111,SHANDS EL,B,'KG - 05,E
'057914112,TISINGER EL,C,'EE - 05,E
'057914113,TOSCH EL,C,'EE - 05,E
'057914114,SEABOURN EL,C,'EE - 05,E
'057914115,LAWRENCE EL,B,'EE - 05,E
'057914116,FLOYD EL,C,'PK - 05,E
'057914117,PORTER EL,A,'PK - 05,E
'057914118,MCKENZIE EL,B,'KG - 05,E
'057914119,BEASLEY EL,B,'EE - 05,E
'057914120,PRICE EL,C,'EE - 05,E
'057914121,SHAW EL,C,'EE - 05,E
'057914122,KIMBALL EL,A,'EE - 05,E
'057914123,PIRRUNG EL,B,'EE - 05,E
'057914124,CANNADAY EL,C,'KG - 05,E
'057914125,AUSTIN EL,B,'PK - 05,E
'057914126,MOSS EL,B,'PK - 05,E
'057914127,THOMPSON EL,C,'PK - 05,E
'057914128,GRAY EL,B,'EE - 05,E
'057914129,SMITH EL,B,'EE - 05,E
'057914130,GENTRY EL,B,'EE - 05,E
'057914131,MACKEY EL,B,'KG - 05,E
'057914132,ACHZIGER EL,C,'EE - 05,E
'057914133,DR LINDA HENRIE EL,B,'PK - 05,E
'057914656,MESQUITE ACADEMY,Not Rated,'08 - 12,S
'057916002,LAKE HIGHLANDS H S,B,'09 - 12,S
'057916003,RICHARDSON H S,A,'09 - 12,S
'057916004,PEARCE H S,B,'09 - 12,S
'057916005,BERKNER H S,B,'09 - 12,S
'057916006,CHRISTA MCAULIFFE LEARNING CENTER,Not Rated,'01 - 12,B
'057916008,P A S S LEARNING CTR,Not Rated,'08 - 09,M
'057916042,LAKE HIGHLANDS J H,B,'07 - 08,M
'057916044,RICHARDSON WEST J H,B,'07 - 08,M
'057916045,RICHARDSON NORTH J H,B,'07 - 08,M
'057916047,FOREST MEADOW J H,B,'07 - 08,M
'057916048,WESTWOOD MATH SCIENCE LEADERSHIP M,B,'07 - 08,M
'057916049,LIBERTY J H,B,'07 - 08,M
'057916050,APOLLO J H,B,'07 - 08,M
'057916051,PARKHILL J H,A,'07 - 08,M
'057916101,ARAPAHO CLASSICAL MAGNET,B,'KG - 06,E
'057916102,CANYON CREEK EL,A,'EE - 06,E
'057916103,DOVER EL,C,'PK - 06,E
'057916104,GREENWOOD HILLS EL,C,'KG - 06,E
'057916105,HAMILTON PARK PACESETTER MAGNET,C,'PK - 06,E
'057916106,O HENRY EL,C,'EE - 06,E
'057916107,LAKE HIGHLANDS EL,B,'EE - 06,E
'057916108,MOHAWK EL,A,'KG - 06,E
'057916109,NORTHRICH EL,D,'EE - 06,E
'057916110,NORTHWOOD HILLS EL,C,'KG - 06,E
'057916111,RICHARDSON HEIGHTS EL,C,'PK - 06,E
'057916112,RICHARDSON TERRACE EL,B,'EE - 06,E
'057916113,SPRING VALLEY EL,C,'PK - 06,E
'057916114,STULTS ROAD EL,C,'EE - 06,E
'057916115,MARK TWAIN EL,B,'PK - 06,E
'057916116,WALLACE EL,D,'PK - 06,E
'057916117,WHITE ROCK EL,B,'KG - 06,E
'057916118,SPRING CREEK EL,A,'EE - 06,E
'057916119,DOBIE PRI,B,'EE - KG,E
'057916120,FORESTRIDGE EL,C,'EE - 06,E
'057916121,NORTHLAKE EL,C,'EE - 06,E
'057916122,BOWIE EL,B,'KG - 06,E
'057916123,PRAIRIE CREEK EL,A,'KG - 06,E
'057916124,SPRINGRIDGE EL,B,'KG - 06,E
'057916125,PRESTONWOOD EL,A,'KG - 06,E
'057916126,SKYVIEW EL,C,'PK - 06,E
'057916127,DARTMOUTH EL,C,'EE - 06,E
'057916128,BRENTFIELD EL,A,'KG - 06,E
'057916129,JESS HARBEN EL,C,'EE - 06,E
'057916130,RICHLAND EL,C,'KG - 06,E
'057916131,YALE EL,B,'KG - 06,E
'057916132,MOSS HAVEN EL,B,'KG - 06,E
'057916133,BIG SPRINGS EL,B,'KG - 06,E
'057916134,MERRIMAN PARK EL,B,'KG - 06,E
'057916135,AIKIN EL,C,'EE - 06,E
'057916137,RISD ACAD,C,'01 - 06,E
'057916142,MATH/SCIENCE/TECH MAGNET,A,'KG - 06,E
'057916143,FOREST LANE ACADEMY,B,'PK - 06,E
'057916144,AUDELIA CREEK EL,D,'PK - 06,E
'057916145,CAROLYN G BUKHAIR EL,D,'01 - 06,E
'057916146,THURGOOD MARSHALL EL,C,'PK - 06,E
'057919001,SUNNYVALE H S,A,'09 - 12,S
'057919041,SUNNYVALE MIDDLE,A,'05 - 08,M
'057919101,SUNNYVALE EL,B,'EE - 04,E
'057922001,COPPELL H S,A,'09 - 12,S
'057922003,NEW TECH H S AT COPPELL,A,'09 - 12,S
'057922007,DALLAS COUNTY JJAEP,Not Rated,'12 - 12,S
'057922042,COPPELL MIDDLE EAST,A,'06 - 08,M
'057922043,COPPELL MIDDLE WEST,A,'06 - 08,M
'057922044,COPPELL MIDDLE NORTH,A,'06 - 08,M
'057922101,PINKERTON EL,A,'KG - 05,E
'057922103,AUSTIN EL,A,'EE - 05,E
'057922105,MOCKINGBIRD EL,A,'KG - 05,E
'057922106,WILSON EL,B,'KG - 05,E
'057922107,LAKESIDE EL,A,'KG - 05,E
'057922108,TOWN CENTER EL,A,'KG - 05,E
'057922109,COTTONWOOD CREEK EL,A,'KG - 05,E
'057922110,VALLEY RANCH EL,A,'KG - 05,E
'057922111,DENTON CREEK EL,A,'KG - 05,E
'057922112,RICHARD J LEE EL,A,'EE - 05,E
'058902001,DAWSON SCHOOL,C,'KG - 12,B
'058905001,KLONDIKE ISD,A,'PK - 12,B
'058906001,LAMESA H S,B,'09 - 12,S
'058906004,LAMESA SUCCESS ACADEMY,D,'08 - 12,S
'058906041,LAMESA MIDDLE,F,'06 - 08,M
'058906103,NORTH EL,D,'03 - 05,E
'058906105,SOUTH EL,D,'EE - 02,E
'058909001,SANDS CISD,A,'PK - 12,B
'059901001,HEREFORD H S,B,'09 - 12,S
'059901004,HEREFORD CENTER FOR ACCELERATED LE,F,'09 - 12,S
'059901040,SPECIAL PROGRAMS CTR,B,'EE - PK,E
'059901042,HEREFORD J H,C,'06 - 07,M
'059901043,HEREFORD PREPARATORY ACADEMY,B,'08 - 08,M
'059901101,AIKMAN EL,B,'KG - 05,E
'059901102,BLUEBONNET EL,D,'KG - 05,E
'059901103,WEST CENTRAL EL,F,'KG - 05,E
'059901104,NORTHWEST EL,C,'KG - 05,E
'059902101,WALCOTT EL,C,'PK - 06,E
'060902001,COOPER H S,B,'09 - 12,S
'060902041,COOPER J H,B,'06 - 08,M
'060902101,COOPER EL,C,'EE - 05,E
'060914001,FANNINDEL H S,B,'06 - 12,B
'060914102,FANNINDEL EL,C,'PK - 05,E
'061802003,NORTH TEXAS COLLEGIATE ACADEMY-SOU,D,'PK - 08,E
'061802004,NORTH TEXAS COLLEGIATE ACADEMY-NOR,F,'PK - 08,E
